관리_건축물대장_PK,관리_상위_건축물대장_PK,새주소_지상지하_코드,주소,동명칭,호_명,층_구분_코드_x,층_구분_코드_y,층_번호,면적
11710-100223660,11710-100223550,지상,서울특별시 송파구 올림픽로 435,227동,2802,지상,40.0,0,3.2774
11710-100223659,11710-100223550,지상,서울특별시 송파구 올림픽로 435,227동,2801,지상,40.0,0,3.5277
11710-100223658,11710-100223550,지상,서울특별시 송파구 올림픽로 435,227동,2704,지상,40.0,0,2.8059
11710-100223657,11710-100223550,지상,서울특별시 송파구 올림픽로 435,227동,2703,지상,40.0,0,10.816
11710-100223656,11710-100223550,지상,서울특별시 송파구 올림픽로 435,227동,2702,지상,40.0,0,3.0202
11710-100223655,11710-100223550,지상,서울특별시 송파구 올림픽로 435,227동,2701,지상,40.0,0,3.1471
11710-100223644,11710-100223550,지상,서울특별시 송파구 올림픽로 435,227동,2402,지상,40.0,0,5.3883
11710-100222878,11710-100222813,지상,서울특별시 송파구 올림픽로 435,307동,2702,지상,40.0,0,40.4553
11710-100223653,11710-100223550,지상,서울특별시 송파구 올림픽로 435,227동,2603,지상,40.0,0,3.3874
11710-100223652,11710-100223550,지상,서울특별시 송파구 올림픽로 435,227동,2602,지상,40.0,0,25.8177
11710-100223654,11710-100223550,지상,서울특별시 송파구 올림픽로 435,227동,2604,지상,40.0,0,12.1312
11500-100198378,11500-100197873,지상,서울특별시 강서구 양천로 583,우림 블루나인 비즈니스센터,B-1809호,지상,20.0,3,39.6
11215-1000000000000000068286,11215-1000000000000000068281,지상,서울특별시 광진구 영화사로 48,,303,지상,40.0,0,23.5799
11215-1000000000000000068282,11215-1000000000000000068281,지상,서울특별시 광진구 영화사로 48,,201,지상,20.0,2,58.6093
11215-1000000000000000068283,11215-1000000000000000068281,지상,서울특별시 광진구 영화사로 48,,202,지상,20.0,2,9.3214
11215-1000000000000000068284,11215-1000000000000000068281,지상,서울특별시 광진구 영화사로 48,,203,지상,20.0,2,14.4171
11215-1000000000000000068285,11215-1000000000000000068281,지상,서울특별시 광진구 영화사로 48,,204,지상,40.0,0,5.4719
11215-1000000000000000068290,11215-1000000000000000068281,지상,서울특별시 광진구 영화사로 48,,401,지상,20.0,5,747.6116
11215-1000000000000000068291,11215-1000000000000000068281,지상,서울특별시 광진구 영화사로 48,,402,지상,20.0,2,12.6454
11215-1000000000000000068293,11215-1000000000000000068281,지상,서울특별시 광진구 영화사로 48,,501,지상,20.0,2,19.2383
11215-1000000000000000068295,11215-1000000000000000068281,지상,서울특별시 광진구 영화사로 48,,602,지상,40.0,0,4.2454
11710-100223568,11710-100223550,지상,서울특별시 송파구 올림픽로 435,227동,502,지상,20.0,0,73.425
11710-100223569,11710-100223550,지상,서울특별시 송파구 올림픽로 435,227동,503,지상,20.0,0,71.1887
11710-100223570,11710-100223550,지상,서울특별시 송파구 올림픽로 435,227동,504,지상,20.0,0,29.0745
11710-100223566,11710-100223550,지상,서울특별시 송파구 올림픽로 435,227동,404,지상,20.0,0,33.318
11710-100223567,11710-100223550,지상,서울특별시 송파구 올림픽로 435,227동,501,지상,20.0,0,60.075
11710-100223571,11710-100223550,지상,서울특별시 송파구 올림픽로 435,227동,601,지상,20.0,0,26.62
11710-100223572,11710-100223550,지상,서울특별시 송파구 올림픽로 435,227동,602,지상,20.0,0,21.498
11710-100223573,11710-100223550,지상,서울특별시 송파구 올림픽로 435,227동,603,지상,20.0,0,21.1005
11710-100223574,11710-100223550,지상,서울특별시 송파구 올림픽로 435,227동,604,지상,20.0,0,45.325
11710-100223575,11710-100223550,지상,서울특별시 송파구 올림픽로 435,227동,701,지상,20.0,0,44.055
11710-100223576,11710-100223550,지상,서울특별시 송파구 올림픽로 435,227동,702,지상,20.0,0,43.8801
11710-100223577,11710-100223550,지상,서울특별시 송파구 올림픽로 435,227동,703,지상,20.0,0,28.1245
11710-100223578,11710-100223550,지상,서울특별시 송파구 올림픽로 435,227동,704,지상,20.0,0,21.7718
11710-100223579,11710-100223550,지상,서울특별시 송파구 올림픽로 435,227동,801,지상,20.0,0,31.1885
11710-100223580,11710-100223550,지상,서울특별시 송파구 올림픽로 435,227동,802,지상,20.0,0,43.4963
11710-100223581,11710-100223550,지상,서울특별시 송파구 올림픽로 435,227동,803,지상,20.0,0,75.945
11710-100223582,11710-100223550,지상,서울특별시 송파구 올림픽로 435,227동,804,지상,20.0,0,78.51
11710-100223583,11710-100223550,지상,서울특별시 송파구 올림픽로 435,227동,901,지상,20.0,0,273.379
11710-100223551,11710-100223550,지상,서울특별시 송파구 올림픽로 435,227동,101,지상,20.0,0,33.8455
11710-100223552,11710-100223550,지상,서울특별시 송파구 올림픽로 435,227동,102,지상,20.0,0,26.778
11710-100223553,11710-100223550,지상,서울특별시 송파구 올림픽로 435,227동,103,지상,20.0,0,20.79
11710-100223554,11710-100223550,지상,서울특별시 송파구 올림픽로 435,227동,104,지상,20.0,0,20.79
11710-100223555,11710-100223550,지상,서울특별시 송파구 올림픽로 435,227동,201,지상,20.0,0,20.79
11710-100223556,11710-100223550,지상,서울특별시 송파구 올림픽로 435,227동,202,지상,20.0,0,20.79
11710-100223557,11710-100223550,지상,서울특별시 송파구 올림픽로 435,227동,203,지상,20.0,0,20.79
11710-100223558,11710-100223550,지상,서울특별시 송파구 올림픽로 435,227동,204,지상,20.0,0,20.79
11710-100223559,11710-100223550,지상,서울특별시 송파구 올림픽로 435,227동,301,지상,20.0,0,20.79
11710-100223560,11710-100223550,지상,서울특별시 송파구 올림픽로 435,227동,302,지상,20.0,0,26.4496
11710-100223561,11710-100223550,지상,서울특별시 송파구 올림픽로 435,227동,303,지상,20.0,0,25.773
11710-100223562,11710-100223550,지상,서울특별시 송파구 올림픽로 435,227동,304,지상,20.0,0,23.8097
11710-100223563,11710-100223550,지상,서울특별시 송파구 올림픽로 435,227동,401,지상,20.0,0,32.835
11710-100223564,11710-100223550,지상,서울특별시 송파구 올림픽로 435,227동,402,지상,20.0,0,38.805
11710-100223565,11710-100223550,지상,서울특별시 송파구 올림픽로 435,227동,403,지상,20.0,0,31.467
11560-1000000000000000311869,11560-1000000000000000311868,지상,서울특별시 영등포구 국회대로 632,,B106,지하,10.0,0,25.25
11560-1000000000000000311873,11560-1000000000000000311868,지상,서울특별시 영등포구 국회대로 632,,B101,지하,20.0,1,28.26
11710-100212336,11710-100212257,지상,서울특별시 송파구 올림픽로 99,106동,2003,지상,20.0,1,37.43
11710-100212282,11710-100212257,지상,서울특별시 송파구 올림픽로 99,106동,701,지상,10.0,2,6.03
11710-100212296,11710-100212257,지상,서울특별시 송파구 올림픽로 99,106동,1003,지상,20.0,1,26.04
11545-100182986,11545-14951,지상,서울특별시 금천구 가산디지털1로 196,가산동에이스테크노타워10차,101,지상,20.0,1,36.54
11710-100222852,11710-100222813,지상,서울특별시 송파구 올림픽로 435,307동,2004,지상,20.0,2,49.9011
11710-100219318,11710-100219258,지상,서울특별시 송파구 올림픽로 435,203동,2003,지상,20.0,1,7.21
11710-100219317,11710-100219258,지상,서울특별시 송파구 올림픽로 435,203동,2002,지상,20.0,1,8.89
11500-100199877,11500-100199873,지상,서울특별시 강서구 등촌로13아길 90,,201호,지상,20.0,1,40.8
11710-100219274,11710-100219258,지상,서울특별시 송파구 올림픽로 435,203동,601,지상,20.0,1,38.93
11710-100219306,11710-100219258,지상,서울특별시 송파구 올림픽로 435,203동,1603,지상,20.0,1,23.24
11710-100219307,11710-100219258,지상,서울특별시 송파구 올림픽로 435,203동,1701,지상,20.0,1,18.86
11710-100219334,11710-100219258,지상,서울특별시 송파구 올림픽로 435,203동,2601,지상,10.0,1,98.59
11710-100219335,11710-100219258,지상,서울특별시 송파구 올림픽로 435,203동,2602,지상,20.0,1,31.51
11710-100219336,11710-100219258,지상,서울특별시 송파구 올림픽로 435,203동,2603,지상,20.0,2,101.52
11500-100223707,11500-100223700,지상,서울특별시 강서구 강서로48길 42,,402,지상,40.0,0,4.81
11545-100185753,11545-100185745,지상,서울특별시 금천구 시흥대로104길 24,,502호,지상,40.0,0,8.443
11545-100185752,11545-100185745,지상,서울특별시 금천구 시흥대로104길 24,,501호,지상,10.0,0,12.761
11545-100185751,11545-100185745,지상,서울특별시 금천구 시흥대로104길 24,,402호,지상,10.0,3,2.72
11545-100185750,11545-100185745,지상,서울특별시 금천구 시흥대로104길 24,,401호,지상,40.0,0,13.245
11545-100185749,11545-100185745,지상,서울특별시 금천구 시흥대로104길 24,,304호,지상,10.0,0,11.774
11545-100185748,11545-100185745,지상,서울특별시 금천구 시흥대로104길 24,,301호,지상,10.0,3,2.51
11545-100185747,11545-100185745,지상,서울특별시 금천구 시흥대로104길 24,,202호,지상,40.0,0,12.221
11545-100185746,11545-100185745,지상,서울특별시 금천구 시흥대로104길 24,,201호,지상,10.0,3,2.596
11710-100222870,11710-100222813,지상,서울특별시 송파구 올림픽로 435,307동,2502,지상,40.0,0,18.6683
11710-100222856,11710-100222813,지상,서울특별시 송파구 올림픽로 435,307동,2104,지상,20.0,2,47.27
11710-100222857,11710-100222813,지상,서울특별시 송파구 올림픽로 435,307동,2201,지상,20.0,2,37.49
11710-100222858,11710-100222813,지상,서울특별시 송파구 올림픽로 435,307동,2202,지상,20.0,2,42.991
11710-100222859,11710-100222813,지상,서울특별시 송파구 올림픽로 435,307동,2203,지상,20.0,2,35.452
11710-100222860,11710-100222813,지상,서울특별시 송파구 올림픽로 435,307동,2204,지상,20.0,2,47.965
11710-100222867,11710-100222813,지상,서울특별시 송파구 올림픽로 435,307동,2403,지상,40.0,0,18.9786
11710-100222869,11710-100222813,지상,서울특별시 송파구 올림픽로 435,307동,2501,지상,40.0,0,5.4922
11710-100222933,11710-100222813,지상,서울특별시 송파구 올림픽로 435,307동,501,지상,40.0,0,16.0082
11710-100222934,11710-100222813,지상,서울특별시 송파구 올림픽로 435,307동,502,지상,40.0,0,47.3757
11710-100222935,11710-100222813,지상,서울특별시 송파구 올림픽로 435,307동,503,지상,40.0,0,4.6326
11710-100222946,11710-100222813,지상,서울특별시 송파구 올림픽로 435,307동,802,지상,40.0,0,48.0721
11710-100222921,11710-100222813,지상,서울특별시 송파구 올림픽로 435,307동,201,지상,40.0,0,16.8992
11710-100222842,11710-100222813,지상,서울특별시 송파구 올림픽로 435,307동,1802,지상,20.0,1,28.96
11710-100222845,11710-100222813,지상,서울특별시 송파구 올림픽로 435,307동,1901,지상,20.0,1,37.1
11710-100222846,11710-100222813,지상,서울특별시 송파구 올림픽로 435,307동,1902,지상,20.0,1,37.698
11710-100222847,11710-100222813,지상,서울특별시 송파구 올림픽로 435,307동,1903,지상,20.0,1,42.406
11710-100222837,11710-100222813,지상,서울특별시 송파구 올림픽로 435,307동,1701,지상,20.0,1,40.3651
11710-100222871,11710-100222813,지상,서울특별시 송파구 올림픽로 435,307동,2503,지상,40.0,0,5.4025
11710-100222843,11710-100222813,지상,서울특별시 송파구 올림픽로 435,307동,1803,지상,20.0,1,35.642
11710-100222848,11710-100222813,지상,서울특별시 송파구 올림픽로 435,307동,1904,지상,20.0,1,44.451
11710-100222936,11710-100222813,지상,서울특별시 송파구 올림픽로 435,307동,504,지상,40.0,0,12.6962
11710-100222937,11710-100222813,지상,서울특별시 송파구 올림픽로 435,307동,601,지상,40.0,0,3.6742
11710-100222905,11710-100222813,지상,서울특별시 송파구 올림픽로 435,307동,3401,지상,40.0,0,37.7823
11710-100222920,11710-100222813,지상,서울특별시 송파구 올림픽로 435,307동,104,지상,40.0,0,33.7874
11710-100222919,11710-100222813,지상,서울특별시 송파구 올림픽로 435,307동,103,지상,40.0,0,3.3039
11710-100222918,11710-100222813,지상,서울특별시 송파구 올림픽로 435,307동,102,지상,40.0,0,11.4167
11710-100222917,11710-100222813,지상,서울특별시 송파구 올림픽로 435,307동,101,지상,40.0,0,56.2304
11710-100222872,11710-100222813,지상,서울특별시 송파구 올림픽로 435,307동,2504,지상,40.0,0,55.2483
11710-100222916,11710-100222813,지상,서울특별시 송파구 올림픽로 435,307동,3604,지상,40.0,0,5.4985
11710-100222915,11710-100222813,지상,서울특별시 송파구 올림픽로 435,307동,3603,지상,40.0,0,19.0002
11710-100222914,11710-100222813,지상,서울특별시 송파구 올림픽로 435,307동,3602,지상,40.0,0,6.4024
11710-100222873,11710-100222813,지상,서울특별시 송파구 올림픽로 435,307동,2601,지상,40.0,0,13.8679
11710-100222874,11710-100222813,지상,서울특별시 송파구 올림픽로 435,307동,2602,지상,40.0,0,41.0416
11710-100222875,11710-100222813,지상,서울특별시 송파구 올림픽로 435,307동,2603,지상,40.0,0,4.0133
11710-100222876,11710-100222813,지상,서울특별시 송파구 올림픽로 435,307동,2604,지상,40.0,0,13.6698
11710-100222879,11710-100222813,지상,서울특별시 송파구 올림픽로 435,307동,2703,지상,40.0,0,11.0209
11710-100222938,11710-100222813,지상,서울특별시 송파구 올림픽로 435,307동,602,지상,40.0,0,37.5738
11710-100222939,11710-100222813,지상,서울특별시 송파구 올림픽로 435,307동,603,지상,40.0,0,14.5591
11710-100222880,11710-100222813,지상,서울특별시 송파구 올림픽로 435,307동,2704,지상,40.0,0,32.6158
11710-100222881,11710-100222813,지상,서울특별시 송파구 올림픽로 435,307동,2801,지상,40.0,0,3.1893
11710-100222882,11710-100222813,지상,서울특별시 송파구 올림픽로 435,307동,2802,지상,40.0,0,10.8149
11710-100222883,11710-100222813,지상,서울특별시 송파구 올림픽로 435,307동,2803,지상,40.0,0,3.1298
11710-100222884,11710-100222813,지상,서울특별시 송파구 올림픽로 435,307동,2804,지상,40.0,0,32.0064
11710-100222868,11710-100222813,지상,서울특별시 송파구 올림픽로 435,307동,2404,지상,40.0,0,56.1663
11710-100222913,11710-100222813,지상,서울특별시 송파구 올림픽로 435,307동,3601,지상,40.0,0,65.474
11710-100222912,11710-100222813,지상,서울특별시 송파구 올림픽로 435,307동,3504,지상,40.0,0,22.1236
11710-100222911,11710-100222813,지상,서울특별시 송파구 올림픽로 435,307동,3503,지상,40.0,0,4.3564
11710-100222910,11710-100222813,지상,서울특별시 송파구 올림픽로 435,307동,3502,지상,40.0,0,44.5504
11710-100222885,11710-100222813,지상,서울특별시 송파구 올림픽로 435,307동,2901,지상,40.0,0,9.4881
11710-100222886,11710-100222813,지상,서울특별시 송파구 올림픽로 435,307동,2902,지상,40.0,0,2.7458
11710-100222899,11710-100222813,지상,서울특별시 송파구 올림픽로 435,307동,3203,지상,40.0,0,3.6359
11710-100222887,11710-100222813,지상,서울특별시 송파구 올림픽로 435,307동,2903,지상,40.0,0,28.0796
11710-100222900,11710-100222813,지상,서울특별시 송파구 올림픽로 435,307동,3204,지상,40.0,0,12.5641
11710-100222901,11710-100222813,지상,서울특별시 송파구 올림픽로 435,307동,3301,지상,40.0,0,3.6359
11710-100222904,11710-100222813,지상,서울특별시 송파구 올림픽로 435,307동,3304,지상,40.0,0,3.6945
11710-100222902,11710-100222813,지상,서울특별시 송파구 올림픽로 435,307동,3302,지상,40.0,0,37.1828
11710-100222888,11710-100222813,지상,서울특별시 송파구 올림픽로 435,307동,2904,지상,40.0,0,9.5623
11710-100222889,11710-100222813,지상,서울특별시 송파구 올림픽로 435,307동,3001,지상,40.0,0,2.7672
11710-100222890,11710-100222813,지상,서울특별시 송파구 올림픽로 435,307동,3002,지상,40.0,0,28.299
11710-100222891,11710-100222813,지상,서울특별시 송파구 올림픽로 435,307동,3003,지상,40.0,0,9.8074
11710-100222909,11710-100222813,지상,서울특별시 송파구 올림픽로 435,307동,3501,지상,40.0,0,15.0535
11710-100222892,11710-100222813,지상,서울특별시 송파구 올림픽로 435,307동,3004,지상,40.0,0,2.8382
11710-100222893,11710-100222813,지상,서울특별시 송파구 올림픽로 435,307동,3101,지상,40.0,0,29.0247
11710-100222923,11710-100222813,지상,서울특별시 송파구 올림픽로 435,307동,203,지상,40.0,0,4.8905
11710-100222903,11710-100222813,지상,서울특별시 송파구 올림픽로 435,307동,3303,지상,40.0,0,12.7666
